Date,Id,Sum,Price
2019/1/19,6004020141,2,227.2115385
2019/1/19,6004020656,4,79.07825
2019/1/19,6004020705,2,2460.705275
2019/1/19,6004020847,1,2132.654545
2019/1/19,6004020887,2,2222.26625
2019/1/21,6004020797,1,5525.93
2019/1/21,6004100006,1,3500
2019/1/19,6004020418,2,919.9928
2019/1/19,6004020418,1,919.9928
2019/1/19,6004100008,3,1773.209677
2019/1/19,6004100008,2,1773.209677
2019/1/21,6004020031,2,2556.7875
2019/1/21,6004020034,1,2555.9425
2019/1/22,6004010215,5,651.79
2019/1/22,6004020084,1,2625.06
2019/1/19,6004020656,1,77.05590909
2019/1/19,6004020656,1,77.05590909
2019/1/19,6004020372,1,3302.812667
2019/1/19,6004020417,1,538.74
2019/1/19,6004020417,1,538.74
2019/1/19,6004020922,3,2356.067222
2019/1/19,6004020920,4,2305.690556
2019/1/19,6004020141,1,227.2115385
2019/1/19,6004020656,1,77.05590909
2019/1/19,6004020847,2,2132.642
2019/1/19,6004010229,1,1237.6052
2019/1/19,6004010207,1,995.440989
2019/1/19,6004020918,6,2325.426667
2019/1/19,6004020887,3,2222.26625
2019/1/21,6004020785,1,6848.746
2019/1/21,6004100008,1,1773.209677
2019/1/21,6004020725,1,5931.21
2019/1/21,6004020622,3,376.7358333
2019/1/21,6004020622,1,376.7358333
2019/1/21,6004020918,1,2308.707058
2019/1/22,6004020375,1,324.71
2019/1/22,6004020374,2,271.6734286
2019/1/22,6004020375,1,324.71
2019/1/22,6004020503,8,229.999
2019/1/22,6004020715,1,1025.811538
2019/1/22,6004020374,4,271.6734286
2019/1/22,6004020622,2,376.7358333
2019/1/22,6004020504,1,3706.81625
2019/1/22,6004020714,1,580.5988889
2019/1/22,6004020375,2,324.71
2019/1/22,6004020503,8,229.999
2019/1/22,6004020374,8,271.6734286
2019/1/22,6004020504,2,3706.81625
2019/1/22,6004020622,3,376.7358333
2019/1/24,6004020823,2,6807.505
2019/1/24,6004020826,4,5881.456667
2019/1/24,6004020827,2,4943.835
2019/1/24,6004020828,1,7420.84
2019/1/24,6004020173,1,701.17
2019/1/22,6004020918,1,2308.707058
2019/1/23,6004020372,2,3302.812667
2019/1/23,6004020922,1,2356.067222
2019/1/24,6004020764,1,6200.8
2019/1/24,6004020790,3,6976.8
2019/1/24,6004020790,1,6976.8
2019/1/24,6004020795,1,7705.127138
2019/1/24,6004020823,2,6807.505
2019/1/24,6004020826,2,5881.456667
2019/1/24,6004020907,1,8292.843333
2019/1/23,6004020141,4,225.879
2019/1/24,6004020923,3,6608.82
2019/1/23,6004020141,2,225.879
2019/1/25,6004020373,3,527.5877895
2019/1/23,6004020919,1,2344.775625
2019/1/23,6004020919,1,2344.775625
2019/1/23,6004010174,2,1387.685
2019/1/23,6004020141,4,227.211
2019/1/23,6004020372,2,3302.812667
2019/1/23,6004020372,2,3302.812667
2019/1/23,6004020372,2,3302.812667
2019/1/29,6004020018,2,2261.635
2019/1/29,6004020025,1,2555.54
2019/1/29,6004020031,1,2556.7875
2019/1/23,6004020372,2,3302.812667
2019/1/23,6004020141,4,225.879
2019/1/23,6004010174,2,1387.685
2019/1/23,6004020918,2,2325.426667
2019/1/23,6004020141,4,227.211
2019/1/23,6004020141,2,225.879
2019/1/23,6004020372,1,3302.812667
2019/1/23,6004020656,2,77.05590909
2019/1/24,6004020372,1,3302.812667
2019/1/24,6004020918,2,2289.5825
2019/1/24,6004020725,1,5931.21
2019/1/24,6004020768,4,6745.391115
2019/2/12,6004020370,1,956.675
2019/1/24,6004020656,6,77.05590909
2019/1/24,6004020622,2,376.7358333
2019/1/28,6004020375,1,324.71
2019/1/28,6004020503,2,229.999
2019/1/28,6004020503,4,229.999
2019/1/28,6004020841,3,172.7530303
2019/1/28,6004020374,2,271.6734286
2019/1/28,6004020504,1,3706.81625
2019/1/28,6004020622,2,376.7358333
2019/1/29,6004100008,2,1773.209677
2019/1/30,6004100008,2,1773.209677
2019/2/12,6004020372,1,3302.812667
2019/2/12,6004020372,1,3302.812667
2019/2/12,6004020417,1,538.74
2019/2/12,6004020417,1,538.74
2019/2/12,6004020920,1,2305.690556
2019/2/12,6004020918,1,2289.5825
2019/2/12,6004020887,1,2222.26625
2019/2/12,6004020887,1,2222.26625
2019/2/12,6004020725,2,5931.21
2019/2/12,6004020493,1,737.5236364
2019/2/12,6004020863,1,2440.39
2019/2/12,6004020375,1,324.71
2019/2/12,6004020503,6,229.999
2019/2/12,6004020372,1,3302.812667
2019/2/13,6004020709,1,16810.05
2019/2/12,6004020080,1,3720.54
2019/2/12,6004020847,1,2132.642
2019/2/12,6004020918,8,2289.5825
2019/2/12,6004020887,2,2222.26625
2019/2/12,6004020418,1,919.9928
2019/2/14,6004020511,1,4614.005455
2019/2/14,6004020667,2,4086.34
2019/2/14,6004020819,18,3637.6
2019/2/14,6004020822,2,3446.905411
2019/2/12,6004100008,2,1773.209677
2019/2/15,6004020514,1,5393.27
2019/2/15,6004020821,4,3475.3375
2019/2/12,6004100008,2,1773.209677
2019/2/12,6004020841,3,172.7530303
2019/2/12,6004020840,1,717.4685
2019/2/12,6004020622,3,376.735
2019/2/12,6004020504,1,3706.81625
2019/2/12,6004020922,1,2356.067222
2019/2/12,6004020920,1,2305.690556
2019/2/18,6004010249,1,912.0325544
2019/2/19,6004020371,1,1063.19125
2019/2/12,6004020920,1,2305.690556
2019/2/12,6004020918,7,2289.5825
2019/2/12,6004020921,2,2417.085
2019/2/12,6004020656,2,77.05590909
2019/2/13,6004020072,1,137.6924667
2019/2/13,6004020784,2,7380.968333
2019/2/13,6004020505,1,783.1316667
2019/2/13,6004020905,2,4310.965
2019/2/13,6004020141,2,225.88
2019/2/19,6004020854,1,2880.002667
2019/2/19,6004020888,1,2335.6275
2019/2/13,6004100008,4,1773.209677
2019/2/13,6004020768,2,6822.76
2019/2/13,6004020656,2,77.05590909
2019/2/13,6004020372,1,3313.851667
2019/2/13,6004020849,2,2979.046667
2019/2/19,6004020888,1,2335.6275
2019/2/19,6004020888,2,2335.6275
2019/2/13,6004020725,2,5931.21
2019/2/14,6004100008,2,1773.209677
2019/2/15,6004020375,1,324.71
2019/2/15,6004020503,11,229.999
2019/2/19,6004010239,2,1238.0515
2019/2/20,6004020664,1,3244.641818
2019/2/21,6004020025,2,2610.893333
2019/2/15,6004020374,6,271.4121622
2019/2/15,6004020504,1,3668.854545
2019/2/15,6004020714,1,580.5988889
2019/2/18,6004020372,2,3313.27
2019/2/18,6004020372,1,3313.27
2019/2/22,6004020373,2,525.855
2019/2/19,6004020372,1,3301.58
2019/2/19,6004020375,1,324.71
2019/2/19,6004020503,2,229.999
2019/2/19,6004020847,1,2132.642
2019/2/19,6004020849,2,2979.046667
2019/2/19,6004020859,1,2836.202528
2019/2/19,6004100008,2,1773.209677
2019/2/19,6004020921,2,2417.085
2019/2/22,6004020789,6,1673.91706
2019/2/22,6004020789,2,1673.91706
2019/2/19,6004020715,1,1025.811538
2019/2/19,6004020725,1,5931.21
2019/2/19,6004020656,2,77.05590909
2019/2/19,6004020622,4,376.735
2019/2/19,6004020847,2,2132.642
2019/2/19,6004020921,2,2417.085
2019/2/19,6004020921,4,2417.085
2019/2/19,6004020374,1,271.4121622
2019/2/19,6004020725,1,5931.21
2019/2/19,6004020847,1,2132.642
2019/2/22,6004020865,1,3629.338
2019/2/19,6004010207,2,995.440989
2019/2/22,6004020784,1,7380.968333
2019/2/22,6004020919,1,2337.268797
2019/2/22,6004020919,2,2337.268797
2019/2/22,6004020863,1,2440.39
2019/2/25,6004020022,1,2408.518667
2019/2/22,6004020375,1,324.71
2019/2/22,6004020505,1,788.3466667
2019/2/22,6004020922,2,2356.067222
2019/2/22,6004020920,2,2305.690556
2019/2/22,6004020372,2,3313.27
2019/2/22,6004020417,1,538.74
2019/2/22,6004020918,4,2289.5825
2019/2/22,6004020141,2,225.88
2019/2/22,6004020887,2,2222.26625
2019/2/22,6004020418,1,919.9928
2019/2/22,6004020919,2,2344.775625
2019/2/27,6004020797,4,5525.93
2019/2/22,6004020859,2,2827.244167
2019/2/22,6004020715,1,1025.811538
2019/2/27,6004020664,1,3244.641818
2019/2/27,6004020664,2,3244.641818
2019/2/22,6004100008,2,1805.284167
2019/2/27,6004020664,1,3244.641818
2019/2/28,6004010252,3,277.9904
2019/2/22,6004020502,1,507.49
2019/2/22,6004020656,2,77.05590909
2019/2/28,6004020373,2,526.5622222
2019/2/22,6004020374,1,275.7816124
2019/2/22,6004020372,1,3313.27
2019/2/22,6004020372,1,3313.27
2019/2/22,6004020417,2,538.74
2019/3/1,6004010249,19,912.0325544
2019/3/1,6004010250,19,38.43531369
2019/2/22,6004020918,16,2289.5825
2019/2/22,6004100008,2,1805.284167
2019/2/22,6004100008,1,1805.284167
2019/2/25,6004010256,1,1270.29
2019/2/25,6004020785,2,6886.287297
2019/2/25,6004020920,2,2305.690556
2019/2/25,6004020372,1,3313.27
2019/2/25,6004020418,1,919.9928
2019/2/25,6004100008,1,1805.284167
2019/2/25,6004010174,40,1418.624054
2019/2/26,6004010254,5,1092.4
2019/2/26,6004020918,3,2308.707058
2019/2/26,6004020859,1,2836.202528
2019/2/26,6004020859,1,2836.202528
2019/2/27,6004010207,33,995.440989
2019/2/27,6004010229,1,1236.824754
2019/2/27,6004010229,5,1236.824754
2019/2/27,6004020417,1,539.017378
2019/2/27,6004020418,1,919.9928
2019/2/27,6004100008,1,1805.284167
2019/2/27,6004020622,2,376.735
2019/2/28,6004010256,6,1270.29
2019/2/28,6004020918,2,2308.707058
2019/2/28,6004010229,2,1246.405303
2019/2/28,6004020418,1,919.9928
2019/2/28,6004020418,1,919.9928
2019/2/28,6004020784,1,7380.968333
2019/3/1,6004020375,1,324.71
2019/3/1,6004020715,1,1025.811538
2019/3/1,6004020622,1,373.0922222
2019/3/1,6004020622,1,373.0922222
2019/3/1,6004020502,1,507.49
2019/3/1,6004020374,1,273.8569673
2019/3/1,6004020375,1,324.71
2019/3/1,6004020503,2,229.999
2019/3/1,6004020080,2,3720.54
2019/3/1,6004020141,2,225.8795
2019/3/1,6004020141,2,225.88
2019/3/4,6004020935,1,5637.44
2019/3/1,6004020141,2,225.88
2019/3/1,6004020141,2,225.88
2019/3/4,6004020811,1,7428.99
2019/3/1,6004020080,2,3846.86125
2019/3/1,6004100008,1,1792.175
2019/3/4,6004020865,1,3653.453317
2019/3/4,6004010249,1,912.0325544
2019/3/1,6004100008,2,1805.284167
2019/3/1,6004100008,2,1805.284167
2019/3/1,6004100008,3,1805.284167
2019/3/1,6004100008,4,1805.284167
2019/3/6,6004020511,1,4614.005455
2019/3/6,6004020838,1,9089.26
2019/3/6,6004020839,2,18733.225
2019/3/1,6004020504,1,3668.854545
2019/3/1,6004020080,2,3720.54
2019/3/1,6004020141,2,225.88
2019/3/6,6004010270,17,2536.521379
2019/3/7,6004020811,1,7428.99
2019/3/1,6004020080,2,3846.86125
2019/3/7,6004020797,7,5525.93
2019/3/7,6004020799,2,5496.132609
2019/3/1,6004020374,1,271.4121622
2019/3/1,6004100008,1,1792.175
2019/3/1,6004020080,2,3846.86125
2019/3/1,6004020375,1,324.71
2019/3/1,6004020503,6,224.333
2019/3/1,6004020714,2,534.545
2019/3/7,6004010270,24,2536.521379
2019/3/7,6004010270,29,2536.521379
2019/3/1,6004020918,3,2289.5825
2019/3/1,6004020622,3,373.0922222
2019/3/1,6004020504,1,3668.854545
2019/3/1,6004020374,2,273.8569673
2019/3/1,6004020920,1,2295.415714
2019/3/1,6004020918,3,2308.707058
2019/3/1,6004100008,2,1792.175
2019/3/4,6004020372,1,3307.464728
2019/3/4,6004020141,2,225.8795
2019/3/4,6004020493,1,735.435
2019/3/4,6004100008,10,1792.175
2019/3/4,6004100008,1,1792.175
2019/3/4,6004020725,1,5931.21
2019/3/4,6004020725,1,5931.21
2019/3/4,6004020656,4,77.05590909
2019/3/4,6004020887,1,2222.26625
2019/3/4,6004010256,1,1270.29
2019/3/4,6004010254,2,1092.4
2019/3/5,6004020372,1,3313.27
2019/3/6,6004010256,1,1270.29
2019/3/6,6004020922,1,2355.204
2019/3/6,6004020922,1,2355.204
2019/3/6,6004020141,4,225.8795
2019/3/6,6004020768,4,6402.62
2019/3/6,6004020768,2,6402.62
2019/3/6,6004020372,2,3313.27
2019/3/9,6004010215,9,700.61125
2019/3/7,6004020784,2,7380.968333
2019/3/7,6004010207,13,941.6629323
2019/3/7,6004010207,27,941.6629323
2019/3/7,6004020417,1,538.74
2019/3/7,6004100008,1,1769.453571
2019/3/7,6004010229,10,1236.824754
2019/3/7,6004020374,1,271.4121622
2019/3/7,6004020922,1,2355.204
2019/3/7,6004020918,1,2284.99
2019/3/7,6004020918,5,2284.99
2019/3/7,6004020887,1,2222.26625
2019/3/7,6004100008,1,1769.453571
2019/3/7,6004020418,1,919.9928
2019/3/7,6004020920,4,2334.723
2019/3/7,6004020922,1,2355.204
2019/3/7,6004020918,4,2284.99
2019/3/7,6004020887,2,2222.26625
2019/3/7,6004100008,1,1769.453571
2019/3/7,6004020887,1,2257.896667
2019/3/7,6004020887,1,2257.896667
2019/3/8,6004020375,1,324.71
2019/3/8,6004020503,3,224.333
2019/3/8,6004020622,3,373.0922222
2019/3/8,6004020502,1,507.49
2019/3/13,6004020371,2,1063.19125
2019/3/13,6004020371,1,1063.19125
2019/3/13,6004020888,1,2386.833333
2019/3/13,6004020888,1,2386.833333
2019/3/8,6004020374,1,273.8569673
2019/3/8,6004020504,1,3668.854545
2019/3/8,6004020375,1,324.71
2019/3/8,6004020503,6,224.333
2019/3/8,6004020504,1,3668.854545
2019/3/14,6004020025,1,2610.893333
2019/3/15,6004020797,3,5525.93
2019/3/8,6004020918,2,2284.99
2019/3/8,6004010174,2,1412.348482
2019/3/8,6004010174,2,1412.348482
2019/3/8,6004020374,4,271.4121622
2019/3/11,6004020919,2,2355.015
2019/3/11,6004020922,1,2355.204
2019/3/18,6004020790,4,6864.15
2019/3/18,6004020824,2,6907.295
2019/3/18,6004020826,6,5881.456667
2019/3/18,6004020827,2,4943.835
2019/3/18,6004020828,1,7420.84
2019/3/11,6004020417,1,538.74
2019/3/11,6004020918,9,2284.989
2019/3/11,6004100008,2,1769.453571
2019/3/11,6004020920,2,2334.723
2019/3/18,6004020789,9,1673.91706
2019/3/18,6004020826,2,5881.456667
2019/3/11,6004020919,1,2355.015
2019/3/12,6004010256,1,1270.29
2019/3/12,6004010256,2,1270.29
2019/3/12,6004010256,1,1270.29
2019/3/12,6004010207,63,941.6629323
2019/3/18,6004020923,4,6608.82
2019/3/18,6004020018,2,2261.635
2019/3/18,6004020084,2,2268.354286
2019/3/12,6004010229,13,1236.824754
2019/3/13,6004100008,1,1769.453571
2019/3/13,6004020375,2,324.71
2019/3/13,6004020503,18,224.333
2019/3/13,6004020714,2,534.545
2019/3/18,6004020823,1,6807.505
2019/3/18,6004020797,8,5525.93
2019/3/18,6004020799,2,5496.132609
2019/3/18,6004020034,4,2555.9425
2019/3/13,6004020918,14,2284.989
2019/3/18,6004020827,2,5793.495
2019/3/18,6004020857,1,2343.4875
2019/3/13,6004020418,1,919.9928
2019/3/13,6004020922,1,2398.072
2019/3/13,6004020919,2,2355.015
2019/3/13,6004020374,10,271.4121622
2019/3/13,6004020504,3,3668.854545
2019/3/18,6004020923,1,6784.658
2019/3/13,6004020763,2,8671.47
2019/3/18,6004020806,1,6486.082857
2019/3/18,6004010252,10,277.9904
2019/3/13,6004020763,4,8671.47
2019/3/13,6004100008,1,1769.453571
2019/3/13,6004020418,1,923.7862915
2019/3/14,6004010229,1,1236.824754
2019/3/14,6004020622,2,373.0922222
2019/3/14,6004010207,2,995.440989
2019/3/15,6004100008,1,1769.453333
2019/3/15,6004020922,1,2398.072
2019/3/15,6004020887,2,2257.896667
2019/3/19,6004020034,3,2555.9425
2019/3/15,6004020417,1,538.74
2019/3/15,6004020922,1,2398.072
2019/3/15,6004010256,2,1270.29
2019/3/15,6004020859,1,2827.244167
2019/3/18,6004020785,1,6848.746
2019/3/20,6004020824,1,6907.295
2019/3/18,6004020503,3,224.333
2019/3/18,6004020847,2,2162.912333
2019/3/18,6004020921,1,2414.094787
2019/3/20,6004020857,1,2351.27
2019/3/20,6004020857,2,2351.27
2019/3/18,6004020919,2,2355.015
2019/3/18,6004020374,2,271.4121622
2019/3/18,6004020919,13,2355.015
2019/3/18,6004020919,1,2355.015
2019/3/21,6004020826,5,5863.01
2019/3/21,6004020923,3,6784.658
2019/3/21,6004020511,1,5128.62
2019/3/22,6004020790,2,6784.21
2019/3/22,6004020664,2,3249.146
2019/3/22,6004100012,1,2917.111935
2019/3/18,6004020656,2,77.10352941
2019/3/18,6004020918,6,2284.989
2019/3/18,6004100008,1,1769.453333
2019/3/18,6004020418,1,919.9928
2019/3/18,6004020887,1,2258.166
2019/3/18,6004020919,1,2355.015
2019/3/18,6004020918,1,2284.989
2019/3/18,6004020922,4,2398.072
2019/3/18,6004020768,4,6402.62
2019/3/18,6004020920,2,2334.723
2019/3/18,6004020919,1,2355.015
2019/3/18,6004020919,2,2355.015
2019/3/18,6004020656,4,77.10352941
2019/3/18,6004020785,1,6848.746
2019/3/25,6004020797,4,5525.93
2019/3/25,6004020799,1,5496.132609
2019/3/19,6004010207,4,941.6629323
2019/3/25,6004010270,53,2535.227059
2019/3/19,6004010229,1,1236.824754
2019/3/19,6004020768,2,6402.62
2019/3/19,6004010174,1,1617.96
2019/3/19,6004010174,3,1617.96
2019/3/19,6004020372,1,3313.27
2019/3/19,6004020141,2,225.8795
2019/3/19,6004100008,3,1769.453333
2019/3/19,6004020418,2,919.9928
2019/3/19,6004020887,3,2258.166
2019/3/19,6004020417,1,538.74
2019/3/19,6004020919,1,2349.333806
2019/3/19,6004020918,2,2311.354366
2019/3/19,6004020918,2,2311.354366
2019/3/25,6004020723,2,4957.44087
2019/3/19,6004020920,2,2330.571248
2019/3/20,6004020887,1,2264.968421
2019/3/20,6004020887,1,2264.968421
2019/3/20,6004020417,1,539.017378
2019/3/25,6004010270,23,2535.227059
2019/3/20,6004100008,1,1769.453333
2019/3/20,6004020919,1,2355.015
2019/3/20,6004020922,1,2398.072
2019/3/21,6004020714,1,534.545
2019/3/22,6004020375,1,324.71
2019/3/22,6004020375,1,324.71
2019/3/22,6004020372,1,3319.813846
2019/3/22,6004020374,1,272.6479906
2019/3/22,6004020374,1,272.6479906
2019/3/22,6004020502,1,507.49
2019/3/22,6004020502,1,507.49
2019/3/22,6004020715,1,1025.815
2019/3/22,6004020715,1,1025.815
2019/3/22,6004010174,2,1418.624054
2019/3/26,6004020511,1,5128.62
2019/3/25,6004020784,1,7380.968333
2019/3/26,6004020764,1,5596.86
2019/3/26,6004020764,1,5596.86
2019/3/26,6004020852,2,2299.673512
2019/3/25,6004020784,1,7380.968333
2019/3/25,6004020785,1,6848.746
2019/3/25,6004020784,2,7380.968333
2019/3/25,6004020921,4,2417.085
2019/3/25,6004020375,1,324.71
2019/3/26,6004010270,33,2535.227059
2019/3/26,6004010270,47,2535.227059
2019/3/28,6004010249,61,907.0453762
2019/3/25,6004020375,1,324.315
2019/3/25,6004020503,6,229.7742308
2019/3/28,6004020709,1,16851.51
2019/3/25,6004020503,3,224.333
2019/3/28,6004020789,1,1673.91706
2019/3/25,6004020847,2,2132.642
2019/3/25,6004020372,1,3313.987338
2019/3/25,6004020714,2,534.545
2019/3/25,6004100008,3,1769.453333
2019/3/25,6004020918,1,2328.032
2019/3/25,6004020493,1,735.435
2019/3/28,6004020867,2,2237.71
2019/3/28,6004020888,2,2386.833333
2019/3/25,6004020374,1,271.412
2019/3/25,6004020374,2,271.412
2019/3/28,6004020370,1,956.675
2019/3/25,6004020768,2,6532.39375
2019/3/25,6004020622,3,373.0922222
2019/3/25,6004020725,2,5931.21
2019/3/25,6004020504,1,3668.854545
2019/3/25,6004020504,1,3668.855
2019/3/25,6004020656,5,77.10352941
2019/3/25,6004020141,2,225.8795
2019/3/25,6004020080,1,3846.86125
2019/3/25,6004020372,1,3319.813846
2019/3/25,6004020374,1,271.412
2019/3/25,6004020374,2,271.412
2019/3/25,6004020622,3,373.0922222
2019/3/25,6004100008,2,1785.934667
2019/3/25,6004020503,5,229.7742308
2019/3/25,6004100008,1,1769.453333
2019/3/25,6004020918,9,2328.032
2019/3/28,6004020514,1,4840.628009
2019/3/25,6004020714,2,576.564
2019/3/26,6004010257,1,1343.202846
2019/3/26,6004010229,1,1236.824754
2019/3/26,6004020372,1,3319.813846
2019/3/26,6004020887,2,2264.968421
2019/3/26,6004100008,2,1776.043421
2019/3/26,6004100008,2,1776.043421
2019/3/26,6004020622,3,373.0923333
2019/3/28,6004020828,1,7420.84
2019/3/28,6004020084,1,2625.06
2019/3/26,6004020622,1,373.0923333
2019/3/26,6004010207,1,941.6629323
2019/3/28,6004020863,2,2440.39
2019/3/28,6004020905,2,4310.66
2019/3/28,6004020847,2,2132.642
2019/3/28,6004020372,1,3313.987338
2019/3/28,6004020790,2,6764.226667
2019/3/28,6004020826,4,5863.01
2019/3/28,6004020827,1,5793.495
2019/3/28,6004020849,2,2979.046667
2019/3/28,6004020923,3,6784.658
